word	count	series	sites
e-we-de-u	2	KN Ga,KN Vc	KN
ku-pa	2	KN Ga,KN X	KN
a-ka-wo	2	KN Ga,PY Jo	KN,PY
ri-jo-de	2	KN Ga,PY Vn	KN,PY
pa-sa-ja	2	KN Ga,KN X	KN
wo-ne-we	2	KN Ga,PY Cn	KN,PY
ni-ki-jo	2	KN Ga,KN Od	KN
ni-ki	2	KN Ga,KN X	KN
ko-no-ni-pi	2	KN K,PY Ta	KN,PY
da-mi	2	KN K,KN Wb	KN
*47-ti-jo	2	KN K,KN V	KN
ka-ra-re-we	2	KN K,PY Fr	KN,PY
pe-ri-ta	2	KN K,KN V	KN
i-da-i-jo	2	KN K,TH Of	KN,TH
we-we-e-a	2	KN L	KN
a-du	2	KN L,KN X	KN
po-ki-ro	2	KN L,KN Ld	KN
ki-ro-nu-ka	2	KN L,KN Ld	KN
nu-wa-ja	2	KN L	KN
pa-we-o	2	KN L	KN
re-po-to	2	KN L,PY Un	KN,PY
ne-we	2	KN L,TH Ug	KN,TH
wo-ke	2	KN L,PY Sh	KN,PY
me-sa-ta	2	KN L	KN
pa-we	2	KN L,KN Ld	KN
o-pi-si-ri-ja-we	2	KN L,KN Lc	KN
e-ro-pa-ke-ja	2	KN Lc,KN Ld	KN
ke-ri-mi-ja	2	KN Lc,PY An	KN,PY
u-ra	2	KN Lc,PY La	KN,PY
we-si-jo-jo	2	KN Lc,KN X	KN
po-ki-ro-nu-ka	2	KN Ld	KN
ta-wo-ne	2	KN Ld	KN
ke-ro-ta	2	KN Ld	KN
a-*34-ka	2	KN Ld	KN
pa-we-a2	2	KN Ld,MY L	KN,MY
da-*22-ti	2	KN Ld,KN X	KN
te-pe-ja	2	KN Le,TH Of	KN,TH
de-ko-to	2	KN Le,PY Cn	KN,PY
e-ki	2	KN Le,KN Od	KN
ru-ki-ti-ja	2	KN Ln,KN Xd	KN
ti-mu-nu-we	2	KN M,KN Od	KN
re-ne	2	KN M,KN X	KN
a-ko-ro-ta	2	KN Mc,MY Go	KN,MY
tu-ri-jo	2	KN Nc,PY Jn	KN,PY
mi-ni-so	2	KN Nc,KN Uf	KN
ta-jo	2	KN Nc,PY Jn	KN,PY
e-to-ro-qa-ta	2	KN Oa,KN U	KN
a-ti-pa-mo	2	KN Od,PY Jn	KN,PY
a-to-mo-na	2	KN Od	KN
ke-re-wa	2	KN Od,KN Xd	KN
a-pu-do-ke	2	KN Od,TH Wu	KN,TH
da-i-ra	2	KN Od,KN V	KN
mo-ri-wo-do	2	KN Og	KN
ka-te-ro	2	KN Og,PY Eb	KN,PY
e-pi-zo-ta	2	KN Ra	KN
ke-ra	2	KN Ra	KN
qo-jo	2	KN Ra	KN
a-mi-to-no	2	KN Ra	KN
pi-ri-te	2	KN Ra	KN
da-zo	2	KN Ra	KN
ka-na	2	KN Ra	KN
ra-ru-wo-a	2	KN Ra	KN
a-ra-ru	2	KN Ra	KN
o-wa-si-jo	2	KN Ra	KN
si-ko-no	2	KN Ra	KN
ka-si-ko	2	KN Ra	KN
de-de-me	2	KN Ra	KN
ti-ri-jo-qa	2	KN Sc,KN Xd	KN
ku-ne	2	KN Sc,MY Fu	KN,MY
to-wo	2	KN Sc,KN X	KN
i-qi-jo	2	KN Sd	KN
pe-qa-to	2	KN Sd	KN
wi-re-ne-o	2	KN Sd	KN
wi-ri-ne-o	2	KN Sd,KN Sf	KN
e-re-pa	2	KN Sd,PY Va	KN,PY
do-we-jo	2	KN Sd	KN
wi-ri-ne-jo	2	KN Sd	KN
ja-pi	2	KN Sd,PY Eb	KN,PY
a3-ki-no-o	2	KN Se	KN
e-re-pa-te-jo-pi	2	KN Se	KN
e-wi-su-zo-ko	2	KN Se	KN
e-re-pa-te-o	2	KN Se,KN X	KN
e-ka-te-jo	2	KN Sf,KN X	KN
a-re-ki-si-to-jo	2	KN Sf,KN So	KN
a-mo	2	KN Sg,KN X	KN
o-da-ke-we-ta	2	KN Sg,KN So	KN
pa-ra-wa-jo	2	KN Sk,PY Sh	KN,PY
e-po-mi-jo	2	KN Sk	KN
ko-ru	2	KN Sk,TH Fq	KN,TH
a-re-ki-si-to	2	KN So,PY Vn	KN,PY
we-ka-di-jo	2	KN U,KN V	KN
i-ra-ta	2	KN Uf,PY En	KN,PY
pe-ri-qo-ta	2	KN Uf,PY Jn	KN,PY
e-ke-da-mo	2	KN Uf,PY Cn	KN,PY
ku-no	2	KN Uf,TH Gp	KN,TH
wo-di-jo	2	KN V,PY Jn	KN,PY
pa-ze	2	KN V	KN
we-re-we	2	KN V	KN
e-pi	2	KN V,PY Un	KN,PY
qe-ra-jo	2	KN V,KN Vc	KN
nu-to	2	KN V	KN
wa-du-na	2	KN V	KN
po-ti	2	KN V,PY Eb	KN,PY
ka-so	2	KN V,PY Cn	KN,PY
ma-ti-ko	2	KN V,KN Vc	KN
a-ke-re-mo-no	2	KN V	KN
do-ri-ka-o	2	KN V,PY Jo	KN,PY
ka-di-ti-ja	2	KN V	KN
a-tu-qo-te-ra-to	2	KN V	KN
pi-ro-i-ta	2	KN V	KN
po-da	2	KN V	KN
ja-ro	2	KN V,PY Xn	KN,PY
qe-re-ma-o	2	KN V,PY Qa	KN,PY
ka-ra-na-ta	2	KN Vc,KN Xd	KN
ka-no	2	KN Vc,TH Ft	KN,TH
wa-ke-i-jo	2	KN Vc	KN
di-wi-ja-wo	2	KN Vc,TH Ug	KN,TH
a-ke-ra-wo	2	KN Vc,PY Cn	KN,PY
pe-qe-u	2	KN Vd,PY Jn	KN,PY
jo-jo	2	KN Wb,KN X	KN
pi-mo-no	2	KN Wm,KN Xe	KN
ma-se	2	KN Ws,KN Xd	KN
te-pa	2	KN Ws,KN X	KN
ke-ni-qa	2	KN Ws	KN
a-sa-mi-to	2	KN Ws	KN
a-mo-te-re	2	KN X,KN Xe	KN
ti-ta-ma	2	KN X	KN
te-wi-ja	2	KN X,PY Wa	KN,PY
ki-ri	2	KN X,KN Xd	KN
e-qe	2	KN X,KN Xd	KN
pa-ta-re	2	KN X,KN Xd	KN
ta-wo	2	KN X,PY Eo	KN,PY
re-wa	2	KN X,PY Jn	KN,PY
a-wa	2	KN X,KN Xd	KN
a-e	2	KN Xd,PY Qa	KN,PY
qe-re-wa	2	KN Xd	KN
a-qi-ra	2	KN Xd	KN
po-ki	2	KN Xd,PY Xn	KN,PY
ra-wi	2	KN Xd,KN Xf	KN
ru-wa	2	KN Xd,PY Un	KN,PY
e-u	2	KN Xd,PY Cn	KN,PY
te-i-ja	2	KN Xe,PY Fr	KN,PY
pa-ra-ku	2	KN Xf,PY Cn	KN,PY
ka-ta-ro	2	KN Xf,MY Z	KN,MY
i-jo-qe	2	MY Au	MY
e-ke-ne	2	MY Au	MY
e-u-po-ro-qe	2	MY Au	MY
wa-a2-ta	2	MY Au	MY
de-u-ki-jo-qe	2	MY Au	MY
o-ri-ko	2	MY Au	MY
qa-ru-ko	2	MY Au	MY
ke-ra-so	2	MY Fo,MY V	MY
e-ro-pa-ke-ta	2	MY Fo	MY
a-po-re-we	2	MY Ue,TH Ka	MY,TH
pe-ri-ke	2	MY Ue,TH Av	MY,TH
ti-ri-po-di-ko	2	MY Ue,PY Cn	MY,PY
ke-ko-jo	2	MY Ui,PY Fn	MY,PY
ri-su-ra	2	MY V	MY
qo-ta-qe	2	MY V	MY
e-ri-tu-pi-na	2	MY V	MY
o-to-wo-wi-je	2	MY V	MY
pi-ro-wo-na	2	MY V	MY
ke-ti-de-qe	2	MY V	MY
me-re-ti-ri-ja	2	PY Aa	PY
we-we-si-je-ja	2	PY Aa,PY Ab	PY
e-u-de-we-ro	2	PY Aa,PY Ad	PY
a-da-ra-te-ja	2	PY Aa,PY Ab	PY
ne-wo-pe-o	2	PY Aa,PY Cc	PY
ri-ne-ja-o	2	PY Ad	PY
i-na-ni-ja	2	PY Ae	PY
ta-ra-ma-ta-o	2	PY Ae,PY Ea	PY
o-ro-me-no	2	PY Ae	PY
ke-ro-wo	2	PY Ae,PY Cn	PY
ta-ra-ma-o	2	PY Ae	PY
pi-ra-jo	2	PY Ae,PY Un	PY
i-je-ro-jo	2	PY Ae	PY
te-ta-ra-ne	2	PY An	PY
a-po-ne-we	2	PY An	PY
te-ko-to-na-pe	2	PY An	PY
pa-ra-we-wo	2	PY An,PY Vn	PY
me-ri-du-ma-te	2	PY An	PY
me-ri-da-ma-te	2	PY An	PY
ko-ma-we	2	PY An,PY Jn	PY
da-ko-ro	2	PY An	PY
a-na-ke-e	2	PY An,PY Aq	PY
ne-wo-ki-to	2	PY An,PY Aq	PY
da-i-ja-ke-re-u	2	PY An,PY Aq	PY
ku-sa-me-ni-jo	2	PY An,PY Aq	PY
e-ke-jo-to	2	PY An,PY Aq	PY
a-ko-to-no	2	PY An,PY Aq	PY
de-wi-jo	2	PY An,PY Aq	PY
e-ko-me-na-ta-o	2	PY An,PY Aq	PY
ke-ki-jo	2	PY An,PY Aq	PY
a-pu-ka	2	PY An,PY Aq	PY
o-wo-to	2	PY An,PY Vn	PY
ta-we-si-jo-jo	2	PY An	PY
pa-ko	2	PY An,PY Fr	PY
ma-te-de	2	PY An	PY
ku-te-re-u-pi	2	PY An,PY Na	PY
ma-te	2	PY An	PY
pa-te-de	2	PY An	PY
o-pi-da-mi-jo	2	PY An,PY Cn	PY
ka-do-wo	2	PY Aq,PY Cn	PY
i-te-re-wa	2	PY Aq,PY Jo	PY
po-ki-ro-qo	2	PY Aq,PY Jo	PY
ma-se-de	2	PY Cc,PY Mn	PY
jo-i-je-si	2	PY Cn	PY
qo-o	2	PY Cn	PY
a2-ra-tu-a	2	PY Cn	PY
u-ru-pi-ja-jo	2	PY Cn,PY Na	PY
a-ka-re-u-te	2	PY Cn	PY
e-ri-no-wo-te	2	PY Cn,PY Mn	PY
wo-tu-wa-ne	2	PY Cn	PY
a-ne-u-te	2	PY Cn	PY
ma-u-ti-jo	2	PY Cn,PY Jn	PY
ka-ta-wa	2	PY Cn,PY Jn	PY
pe-qe-we	2	PY Cn,PY Fn	PY
po-ko-ro	2	PY Cn	PY
ka-ra-wa-ni-ta	2	PY Cn	PY
wi-ja-te-we	2	PY Cn	PY
o-ku-ka	2	PY Cn	PY
ko-ru-no	2	PY Cn	PY
o-wa-ko	2	PY Cn,PY Jn	PY
to-ro-wi	2	PY Cn,PY Jn	PY
a-no-po	2	PY Cn,PY Va	PY
e-ti-ra-wo	2	PY Cn	PY
ke-sa-me-no	2	PY Cn,PY Fn	PY
pu-wi-no	2	PY Cn	PY
ka-sa	2	PY Cn,TH Gp	PY,TH
a-no	2	PY Cn,PY Xa	PY
ra-mi-ni-jo	2	PY Cn	PY
we-u-da-ne-we	2	PY Cn	PY
a-ko-ro-we-e	2	PY Cn	PY
a-ta-tu-ro	2	PY Cn,PY Jn	PY
ne-ti-ja-no	2	PY Cn,TH Av	PY,TH
ke-we-no	2	PY Cn,PY Jn	PY
*82-de	2	PY Cn,PY Jn	PY
ma-ra-ni-jo	2	PY Cn	PY
a-ri-wo	2	PY Cn,PY La	PY
e-re-e-we	2	PY Cn,PY Jn	PY
di-u-ja	2	PY Cn,PY Tn	PY
sa-ke-re-we	2	PY Ea	PY
ko-do-jo	2	PY Ea	PY
pe-re-qo-no-jo	2	PY Ea,PY Jn	PY
a-mo-te-wo	2	PY Ea	PY
mo-ro-qo-ro	2	PY Ea	PY
ra-pa-do	2	PY Ea	PY
o-pe-te-re-u	2	PY Ea,PY Eb	PY
te-re-ja-e	2	PY Eb	PY
ra-ke	2	PY Eb,PY Ep	PY
qe-ja-me-no	2	PY Eb,PY Ep	PY
e-u-ke-to-qe	2	PY Eb,PY Ep	PY
me-na-o	2	PY Eb	PY
ke-ke-me-no	2	PY Eb,PY Ep	PY
u-wa-mi-ja	2	PY Eb,PY Ep	PY
ta-ra-mi-ka	2	PY Eb,PY Ep	PY
o-pi-ti-ni-ja-ta	2	PY Eb	PY
pe-o	2	PY Eb,PY Xn	PY
i-do-me-ne-ja	2	PY Eb,PY Ep	PY
ke-ra-u-jo	2	PY Eb,PY Ep	PY
te-ra-pi-ke	2	PY Eb	PY
ku-so	2	PY Eb,PY Ep	PY
a-i-qe-u	2	PY Eb,PY Ep	PY
ma-to	2	PY Eb,PY Xa	PY
e-ni-to-wo	2	PY Eb,PY Ep	PY
i-pa-sa-na-ti	2	PY Eb,PY Eo	PY
wo-zo-te	2	PY Ed,PY Ep	PY
ka-ra-wi-po-ro-qe	2	PY Ed,PY Jn	PY
ru-*83-o	2	PY En	PY
te-se-u	2	PY En,PY Eo	PY
ma-re-ku-na	2	PY En,PY Eo	PY
ma-*79	2	PY En,PY Eo	PY
e-pa-sa-na-ti	2	PY En,PY Ep	PY
ku-*63-so	2	PY En,PY Eo	PY
i-e-re-u	2	PY En	PY
a3-wa-ja	2	PY En,PY Eo	PY
po-te-wo	2	PY En,PY Eo	PY
wa-na-ta-jo-jo	2	PY En,PY Eo	PY
i-ni-ja	2	PY En,PY Eo	PY
si-ma	2	PY En,PY Eo	PY
e-ro	2	PY En	PY
qe-re-qo-ta-o	2	PY En	PY
a-da-ma-o-jo	2	PY En	PY
wa-na-ta	2	PY Eo	PY
e-sa-ro	2	PY Eo,PY Ep	PY
a-da-ma-jo	2	PY Eo	PY
da-je-we	2	PY Eo,PY Vn	PY
a-i-qe-so	2	PY Eo	PY
a-i-qe-we	2	PY Eo	PY
e-ri-ko-wo	2	PY Ep,PY Jn	PY
i-na	2	PY Ep,PY Fn	PY
te-ra-ja-e	2	PY Ep	PY
e-ri-ta	2	PY Ep	PY
ka-ra-wi-po-ro	2	PY Ep,PY Vn	PY
po-se-da-o-no	2	PY Eq,PY Es	PY
te-me-no	2	PY Er	PY
to-so-jo	2	PY Er	PY
wo-ro-ki-jo-ne-jo	2	PY Er,PY Un	PY
ku-da-ma-ro	2	PY Es	PY
a-ne-o	2	PY Es	PY
wo-ro-ti-ja-o	2	PY Es	PY
ka-ra-i	2	PY Es	PY
ko-ka-ro	2	PY Fg,PY Fr	PY
a-ki-to-jo	2	PY Fn	PY
a3-ki-a2-ri-jo	2	PY Fn	PY
ze-u-ke-u-si	2	PY Fn	PY
a-ki-to	2	PY Fn,TH Gp	PY,TH
a-ta-o	2	PY Fn,PY Jn	PY
re-ke-to-ro-te-ri-jo	2	PY Fr	PY
ma-te-re	2	PY Fr	PY
wa-na-se-wi-jo	2	PY Fr	PY
wa-na	2	PY Fr	PY
po-ro-wi-to	2	PY Fr	PY
to-no-e-ke-te-ri-jo	2	PY Fr	PY
u-po-jo	2	PY Fr	PY
e-re-de	2	PY Fr,PY Mn	PY
tu-ra-te-u-si	2	PY Gn,PY Vn	PY
ru-ki-jo	2	PY Gn,PY Jn	PY
e-do-mo-ne-u	2	PY Jn	PY
po-wi-te-ja	2	PY Jn,PY Na	PY
te-u-to	2	PY Jn	PY
pa-qo-ta	2	PY Jn	PY
au-ta-mo	2	PY Jn	PY
po-ro-u-jo	2	PY Jn	PY
o-tu-wo-we	2	PY Jn	PY
o-pe-ra-no	2	PY Jn	PY
ri-ja-ko	2	PY Jn	PY
a-pe-te-u	2	PY Jn	PY
re-u-si-wo	2	PY Jn	PY
ke-ta	2	PY Jn,PY Mb	PY
e-re-e	2	PY Jo,PY Xn	PY
te-po-se-u	2	PY Jo,PY On	PY
ti-mi-to-a-ke-e	2	PY Ma,PY Na	PY
pe-ru-si-nu	2	PY Ma	PY
e-ra-te-re-we	2	PY Ma	PY
a2-te-ro	2	PY Ma	PY
di-do-si	2	PY Ma	PY
a-ne-ta-de	2	PY Ma	PY
ma-ra-ne-ni-jo	2	PY Ma	PY
ke-do-jo-no	2	PY Mb,PY Xa	PY
ku-na-ke-ta-i	2	PY Na	PY
do-ro-qo	2	PY Na,TH X	PY,TH
ko-ro-ku-ra-i	2	PY Na	PY
a-ki-ti-to	2	PY Na	PY
wa-a2-te-pi	2	PY Na,PY Xa	PY
ri-so-we-ja	2	PY Na	PY
te-tu-ru-we	2	PY Na,PY Nn	PY
e-re	2	PY Na,PY Xn	PY
e-re-u-te	2	PY Na,PY Xn	PY
e-re-u	2	PY Na,PY Xn	PY
de-we-ro-a3-ko-ra-i-ja	2	PY Ng	PY
a-mu-ta-wo	2	PY Nn,TH Ug	PY,TH
ko-re-te-ri	2	PY On	PY
qa-si-re-wi	2	PY Pa,TH Ug	PY,TH
te-ra-u-re-o	2	PY Sa	PY
a-ku-ro	2	PY Sa	PY
ke-ro-ke-re-we-o	2	PY Sa	PY
ku-pa-ri-se-ja	2	PY Sa	PY
se-we-ri-ko-jo	2	PY Sa	PY
tu-ri-si-jo-jo	2	PY Sa	PY
e-ke-i-jo-jo	2	PY Sa	PY
a-sa-ma-to	2	PY Sa	PY
wo-ro-ko-jo	2	PY Sa	PY
wa-de-o	2	PY Sa	PY
a-pa-si-jo-jo	2	PY Sa	PY
pe-qe-ro-jo	2	PY Sa	PY
e-te-wa-jo-jo	2	PY Sa	PY
mo-qo-so-jo	2	PY Sa	PY
te-mi-*71-ta	2	PY Sa	PY
po-ru-we-no	2	PY Sa	PY
a-te-wo-jo	2	PY Sa	PY
ke-ra-e	2	PY Sa	PY
e-ti-ra-wo-jo	2	PY Sa	PY
a-re-to-to	2	PY Sa	PY
te-mi-de-we-te	2	PY Sa	PY
e-pi-wo-qa-ta-o	2	PY Sa	PY
e-re-wa-jo	2	PY Sa	PY
ti-ri-po-de	2	PY Ta	PY
ai-ke-u	2	PY Ta	PY
po-de	2	PY Ta	PY
o-wo-we	2	PY Ta	PY
ke-re-a2	2	PY Ta	PY
qe-to	2	PY Ta	PY
di-pa-e	2	PY Ta	PY
ti-ri-o-we-e	2	PY Ta	PY
ti-ri-jo-we	2	PY Ta	PY
a-no-we	2	PY Ta	PY
we-a-re-ja	2	PY Ta	PY
me-no-e-ja	2	PY Ta	PY
qe-qi-no-to	2	PY Ta	PY
ko-ru-pi-qe	2	PY Ta	PY
pe-za	2	PY Ta	PY
po-pi	2	PY Ta	PY
e-ka-ma-te-qe	2	PY Ta	PY
qe-qi-no-to-qe	2	PY Ta	PY
o-pi-ke-re-mi-ni-ja-pi	2	PY Ta	PY
a-di-ri-ja-pi	2	PY Ta	PY
pe-de-we-sa	2	PY Ta	PY
po-ro-e-ke	2	PY Ta	PY
ku-te-se-ja	2	PY Ta	PY
ku-wa-no	2	PY Ta	PY
pa-ra-ku-we-qe	2	PY Ta	PY
po-ni-ki-pi	2	PY Ta	PY
a-ka-ra-no	2	PY Ta	PY
to-pe-zo	2	PY Ta	PY
pa-sa-ro	2	PY Ta	PY
to-ni-jo	2	PY Ta	PY
to-qi-de-qe	2	PY Ta	PY
ka-ru-pi	2	PY Ta	PY
e-qa-na-qe	2	PY Ua	PY
a-pu-ke	2	PY Ub	PY
we-e-wi-ja	2	PY Ub	PY
wi-ri-no	2	PY Ub	PY
e-ra-pe-ja	2	PY Ub	PY
mu-te-we	2	PY Ub	PY
po-qa	2	PY Un,TH Ug	PY,TH
pa-de-we	2	PY Un	PY
ra-wa-ke-ta	2	PY Un	PY
do-se	2	PY Un	PY
e-pi-ka	2	PY Un	PY
pa-ra-we	2	PY Un	PY
a-ro-ka	2	PY Un	PY
*35-ka-te-re	2	PY Va	PY
a-mo-i-je-to	2	PY Va	PY
e-ti-wa-jo	2	PY Va	PY
qe-qi-no-me-no	2	PY Va	PY
e-wi-su-*79-ko	2	PY Va	PY
o-di-do-si	2	PY Vn	PY
du-ru-to-mo	2	PY Vn	PY
a-mo-te-jo-na-de	2	PY Vn	PY
*35-ki-no-o	2	PY Vn	PY
e-to-ki-ja	2	PY Vn	PY
pe-*65-ka	2	PY Vn	PY
qa-ra-de-ro	2	PY Vn	PY
me-ni-jo	2	PY Wa	PY
a-ko-so	2	PY Wa,PY Xn	PY
o-ke-u-ri-jo	2	TH Av,TH Ft	TH
o-po-re-i	2	TH Fq	TH
e-re-o-ni	2	TH Ft,TH X	TH
te-ka-ta-si	2	TH Gp	TH
a-ma-ru-to-de	2	TH Of	TH
pa-pa-ra-ki	2	TH Of	TH
a-ka-i-je-ja	2	TH Of	TH
qi-wo	2	TH Of	TH
a-re-i-ze-we-i	2	TH Of	TH
ra-mo-de	2	TH Of	TH
u-de	2	TH Of	TH
ne-e-to	2	TH Of	TH
pe-pi-te-me-no-jo	2	TH Ug	TH
a-ka-to-wa-o	2	TH Ug	TH
e-ri-ni-jo	2	TH Up	TH
ro-we-wi-ja	2	TH Wu	TH
wa-ti-jo	1	KH Ar	KH
e-ri-*19	1	KN Ag	KN
qe-ri-jo	1	KN Ag	KN
pe-se-ro-jo	1	KN Ai	KN
u-wa-si-jo	1	KN Ai	KN
ra-ma-na	1	KN Ai	KN
e-ne-ra	1	KN Ai	KN
a-pi-qo-i-ta	1	KN Ai	KN
ta-na-qo	1	KN Ai	KN
a-ri-ke-u	1	KN Ai	KN
o-du-ru-wi-ja	1	KN Ai	KN
*56-so-jo	1	KN Ai	KN
pi-ja	1	KN Ai	KN
u-jo-e	1	KN Ak	KN
jo-e	1	KN Ak	KN
we-ko-we-ka-te	1	KN Ak	KN
me-u	1	KN Ak	KN
ru-si	1	KN Ak	KN
e-ne-re-ja	1	KN Ak	KN
we-ra-ti-ja	1	KN Ak	KN
di-da-ka	1	KN Ak	KN
du-wi-ja	1	KN Ak	KN
wa-ko	1	KN Ak	KN
zo-e	1	KN Ak	KN
e-qe-ta-e	1	KN Am	KN
si-ja-de-we	1	KN Am	KN
te-ko-to-ne	1	KN Am	KN
a-wa-ti-ka-ra	1	KN Am	KN
ka-ma-jo	1	KN Am	KN
a-pe-a-sa	1	KN Ap	KN
i-ta-mo	1	KN Ap	KN
ki-nu-qa	1	KN Ap	KN
we-ra-te-ja	1	KN Ap	KN
a-ke-wo	1	KN Ap	KN
di-qa-ra	1	KN Ap	KN
ko-so-jo	1	KN Ap	KN
ko-pi	1	KN Ap	KN
a-to-me-ja	1	KN Ap	KN
da-te-ne-ja	1	KN Ap	KN
pa-ja-ni	1	KN Ap	KN
du-sa-ni	1	KN Ap	KN
ma-ku	1	KN Ap	KN
pi-ra-ka-ra	1	KN Ap	KN
*18-to-no	1	KN Ap	KN
wi-so	1	KN Ap	KN
ke-ra-me-ja	1	KN Ap	KN
tu-*49-mi	1	KN Ap	KN
i-du	1	KN Ap	KN
tu-ka-to	1	KN Ap	KN
e-ti-wa-ja	1	KN Ap	KN
sa-ma-ti-ja	1	KN Ap	KN
ka-na-to-po	1	KN Ap	KN
sa-*65	1	KN Ap	KN
u-jo-na	1	KN Ap	KN
sa-mi	1	KN Ap	KN
pu-wa	1	KN Ap	KN
si-nu-ke	1	KN Ap	KN
qi-ti-ta	1	KN Ap	KN
si-ne-e-ja	1	KN Ap	KN
u-pa-ra	1	KN Ap	KN
ke-pu	1	KN Ap	KN
wa-ra-ti	1	KN Ap	KN
a-nu-wa-to	1	KN Ap	KN
ka-*56-so-ta	1	KN Ap	KN
a2-du-wo-na	1	KN Ap	KN
wi-ja-na-tu	1	KN Ap	KN
ja-mi-nu	1	KN Ap	KN
ki-zo	1	KN Ap	KN
o-ri-mo	1	KN Ap	KN
pu-zo	1	KN Ap	KN
pi-ja-mu-nu	1	KN Ap	KN
ni-ta	1	KN Ap	KN
o-sa-po-to	1	KN Ap	KN
a-to	1	KN As	KN
zo-do-so	1	KN As	KN
a-sa-ro	1	KN As	KN
su-ke-re	1	KN As	KN
a-ta-qe	1	KN As	KN
ka-nu-se-u	1	KN As	KN
ta-to-qe	1	KN As	KN
a-ka-sa-no	1	KN As	KN
qo-wa-ke-se-u	1	KN As	KN
o-po-ro-u-si-jo	1	KN As	KN
pe-te-u	1	KN As	KN
e-ri-ta-qi-jo	1	KN As	KN
te-so	1	KN As	KN
qa-qa-ro	1	KN As	KN
pe-ro-qe	1	KN As	KN
tu-ma-i-ta	1	KN As	KN
qe-ta-se-u	1	KN As	KN
ta-pa-da-no	1	KN As	KN
no-do-ro-we	1	KN As	KN
e-ne-o	1	KN As	KN
pi-ro-qa-wo	1	KN As	KN
qe-te-se-u	1	KN As	KN
a-re-ta-wo	1	KN As	KN
ra-wa-ke-ja	1	KN As	KN
a-nu-wi-ko	1	KN As	KN
a-ra-da-jo	1	KN As	KN
pi-ja-si-ro	1	KN As	KN
qa-me-si-jo	1	KN As	KN
mi-ja-ra-ro	1	KN As	KN
pi-ri-no	1	KN As	KN
qa-to-no-ro	1	KN As	KN
pe-te-ki-ja	1	KN As	KN
ko-ni-da-jo	1	KN As	KN
i-te-u	1	KN As	KN
a-ta-ze-u	1	KN As	KN
a-ra-na-ro	1	KN As	KN
a-nu-to	1	KN As	KN
su-ki-ri-to	1	KN As	KN
ke-se-ra-wo	1	KN As	KN
ne-o-ta	1	KN As	KN
a-ti-jo	1	KN As	KN
sa-pi-ti-nu-wo	1	KN As	KN
ka-*56-na-to	1	KN As	KN
a-qa-to	1	KN As	KN
qa-nu-wa-so	1	KN As	KN
wi-ro	1	KN As	KN
su-mi	1	KN As	KN
i-wa-ko	1	KN As	KN
a-pi-wa-to	1	KN As	KN
pi-ja-se-me	1	KN As	KN
su-ke-re-o	1	KN As	KN
ku-to	1	KN As	KN
sa-u-ri-jo	1	KN As	KN
a-pi-ra-wo	1	KN As	KN
wa-ru-wo-qo	1	KN As	KN
re-qo-me-no	1	KN As	KN
si-re-u	1	KN As	KN
qi-qe-ro	1	KN As	KN
wi-du	1	KN As	KN
ku-ra-no	1	KN As	KN
ku-pa-nu-we-to	1	KN As	KN
to-ro-no-wo-ko	1	KN As	KN
po-to-ri-jo	1	KN As	KN
pe-we-ri-jo	1	KN As	KN
za-mi-jo	1	KN As	KN
i-we-ro	1	KN As	KN
ne-o-to	1	KN As	KN
pa-ja-ro	1	KN As	KN
ki-ke-ro	1	KN As	KN
wo-i-ko-de	1	KN As	KN
ki-ma-ta	1	KN As	KN
da-ko-so	1	KN As	KN
so-za	1	KN As	KN
o-*22-di	1	KN As	KN
a-ma-no	1	KN As	KN
e-ro-pa-ke-u	1	KN As	KN
ko-ki	1	KN As	KN
ra-wo-po-qo	1	KN As	KN
a-re-te-re-u	1	KN As	KN
ko-ko	1	KN As	KN
su-*56-ta	1	KN As	KN
a3-te-re	1	KN B	KN
a2-ta	1	KN B	KN
tu-ra-te-we	1	KN B	KN
ki-nu-wa	1	KN B	KN
re-ta	1	KN B	KN
si-re-we	1	KN B	KN
ko-ma-we-ta	1	KN B	KN
pe-qo-no	1	KN B	KN
ko-a-ta	1	KN B	KN
ku-ni-ta	1	KN B	KN
o-pi-te-u-ke-we	1	KN B	KN
da-i-pi-ta	1	KN B	KN
wi-du-ro	1	KN B	KN
qo-ja-si	1	KN B	KN
di-de	1	KN B	KN
qa-wo	1	KN B	KN
o-pe-ta	1	KN B	KN
a-ta-ma-ta	1	KN B	KN
e-ke-se	1	KN B	KN
a-tu-qo-ta	1	KN B	KN
i-ke-ta	1	KN B	KN
sa-za-ro	1	KN B	KN
ku-pe-re-te	1	KN B	KN
me-ne-u	1	KN B	KN
me-ta-ra-wo	1	KN B	KN
a-me-ja-si	1	KN B	KN
na-su-wo	1	KN B	KN
a-wo-ro	1	KN B	KN
na-si-jo	1	KN B	KN
me-de-i-jo	1	KN B	KN
a-ki-wa-ta	1	KN B	KN
ki-ri-ja-si	1	KN B	KN
e-u-ka-ri	1	KN B	KN
ko-ku-ro	1	KN B	KN
to-na-ta	1	KN B	KN
a-so-qi-jo	1	KN B	KN
wo-qo	1	KN B	KN
do-qe-u	1	KN B	KN
a-ki	1	KN B	KN
e-i-ja-si	1	KN B	KN
po-ti-jo	1	KN B	KN
pi-ja-to	1	KN B	KN
to-pe-si	1	KN B	KN
me-de	1	KN B	KN
i-za-re	1	KN B	KN
a-ra-ka-jo	1	KN B	KN
